City,Province,Latitude,Longitude,Price,Bedrooms,Bathrooms,Property Type,Square Footage
Lantzville,BC,49.242062,-124.075315,899000.0,2.0,1.0,Single Family,1013.0
Lantzville,BC,49.2430547,-124.0771479,143000.0,2.0,1.0,Manufactured Home,764.0
Gabriola Island,BC,49.180955,-123.818448,455000.0,2.0,2.0,Manufactured Home,1008.0
Nanaimo,BC,49.2344524,-124.0314606,539000.0,2.0,2.0,Townhome,1387.0
Nanaimo,BC,49.16901,-123.93847,699900.0,3.0,2.0,Condo,1162.0
Nanaimo,BC,49.1908522,-123.9651882,688000.0,4.0,2.0,Single Family,1295.0
Nanaimo,BC,49.1757962,-124.0105521,2350000.0,3.0,2.0,Single Family,2342.0
Nanaimo,BC,49.2320552,-123.9912464,1230000.0,5.0,4.0,Single Family,3392.0
Nanaimo,BC,49.2152934,-124.0233341,499900.0,2.0,2.0,Condo,916.0
Nanaimo,BC,49.1524969,-123.9457147,885000.0,3.0,2.0,Single Family,1108.0
Nanaimo,BC,49.227025,-124.0133946,2499000.0,5.0,4.0,Single Family,3611.0
Mudge Island,BC,49.13235935,-123.8097535,1199000.0,4.0,2.0,Single Family,1896.0
Nanaimo,BC,49.2094654,-124.0252969,590000.0,2.0,1.0,Condo,1033.0
Nanaimo,BC,49.2094654,-124.0252969,440000.0,1.0,1.0,Condo,747.0
Nanaimo,BC,49.2094654,-124.0252969,614000.0,2.0,2.0,Condo,1080.0
Nanaimo,BC,49.2094654,-124.0252969,549800.0,2.0,1.0,Condo,1033.0
Nanaimo,BC,49.2094654,-124.0252969,634000.0,2.0,2.0,Condo,1080.0
Nanaimo,BC,49.0881392,-123.9373305,2249000.0,5.0,3.0,Single Family,2342.0
Nanaimo,BC,49.22221,-123.958453,1388000.0,5.0,4.0,Single Family,2993.0
Nanaimo,BC,49.2128509,-123.9834572,749900.0,3.0,4.0,Townhome,2230.0
Nanaimo,BC,49.164161,-123.9873842,1080000.0,6.0,4.0,Single Family,3170.0
Gabriola Island,BC,49.150732,-123.785755,839000.0,2.0,2.0,Single Family,1707.0
Nanaimo,BC,49.1778917,-123.948248,519900.0,2.0,2.0,Condo,818.0
Nanaimo,BC,49.2297414,-124.054569,999000.0,3.0,3.0,Single Family,1100.0
Nanaimo,BC,49.1440081,-123.9776053,449000.0,2.0,2.0,Manufactured Home,1434.0
Nanaimo,BC,49.2276233,-123.976884,1719000.0,7.0,5.0,Single Family,4098.0
Mudge Island,BC,49.134026,-123.786941,549000.0,1.0,1.0,Single Family,768.0
Nanaimo,BC,49.192956,-123.997352,1028800.0,5.0,3.0,Single Family,2437.0
Gabriola Island,BC,49.198078,-123.820312,2990000.0,3.0,3.0,Single Family,4105.0
Nanaimo,BC,49.1683128,-124.0079733,1339000.0,3.0,2.0,Single Family,2542.0
Ruxton Island,BC,49.080408,-123.70136,1500000.0,3.0,2.0,Single Family,1400.0
Gabriola Island,BC,49.131655,-123.733435,355000.0,2.0,1.0,Manufactured Home,850.0
Gabriola Island,BC,49.144691,-123.718525,1119800.0,4.0,3.0,Single Family,3054.0
Lantzville,BC,49.255207,-124.110085,1099900.0,4.0,3.0,Single Family,2113.0
Nanaimo,BC,49.0441338,-123.8798023,179900.0,2.0,1.0,Manufactured Home,1007.0
Nanoose Bay,BC,49.274732,-124.126596,995000.0,3.0,2.0,Single Family,1650.0
Lantzville,BC,49.2519491,-124.0741348,1249900.0,3.0,3.0,Single Family,2844.0
Nanoose Bay,BC,49.2895574,-124.154226,1549000.0,3.0,3.0,Single Family,2814.0
Parksville,BC,49.31088,-124.265559,340000.0,1.0,1.0,Condo,667.0
Nanoose Bay,BC,49.28548,-124.135787,539900.0,1.0,1.0,Condo,780.0
Lantzville,BC,49.248039,-124.059711,1579000.0,3.0,3.0,Single Family,2455.0
Ladysmith,BC,49.0281778,-123.8670008,1799000.0,3.0,2.0,Single Family,1155.0
Decourcy Island,BC,49.100158,-123.746801,699000.0,3.0,1.0,Single Family,1873.0
Nanoose Bay,BC,49.2793371,-124.1350494,1648000.0,3.0,3.0,Single Family,3442.0
Nanoose Bay,BC,49.2798722,-124.1359914,4900000.0,3.0,4.0,Single Family,5515.0
Ruxton Island,BC,49.08221,-123.705058,545000.0,3.0,1.0,Single Family,1317.0
Decourcy Island,BC,49.094629,-123.730275,339000.0,2.0,1.0,Single Family,1200.0
Gabriola Island,BC,49.135785,-123.711165,2350000.0,1.0,1.0,Single Family,645.0
Decourcy Island,BC,49.09273057,-123.73487521,572999.0,3.0,2.0,Single Family,983.0
Vancouver,BC,49.2281101,-123.1980392,1898000.0,5.0,6.0,Single Family,4313.0
Vancouver,BC,49.2333891,-123.1880207,3480000.0,5.0,4.0,Duplex,2470.0
Vancouver,BC,49.2335059,-123.1882359,2480000.0,3.0,3.0,Duplex,1717.0
Vancouver,BC,49.2414566,-123.1529367,3998000.0,4.0,3.0,Single Family,3437.0
Vancouver,BC,49.2179192,-123.1760114,3400000.0,3.0,3.0,Single Family,2053.0
Vancouver,BC,49.2220513,-123.1615851,13980000.0,7.0,10.0,Single Family,9925.0
Vancouver,BC,49.2567572,-123.1904717,2788000.0,4.0,3.0,Single Family,2478.0
Vancouver,BC,49.2545536,-123.2306217,1889000.0,3.0,2.0,Condo,1326.0
Vancouver,BC,49.2564168,-123.2318333,1190000.0,2.0,2.0,Condo,849.0
Vancouver,BC,49.2580903,-123.246355,829000.0,2.0,1.0,Condo,786.0
Vancouver,BC,49.2653921,-123.2408727,1088000.0,3.0,2.0,Condo,843.0
Vancouver,BC,49.2707844,-123.2536975,2399000.0,3.0,4.0,Condo,1949.0
Vancouver,BC,49.2709253,-123.2033986,4680000.0,6.0,3.0,Single Family,2931.0
Vancouver,BC,49.254693,-123.2496256,1288000.0,2.0,2.0,Condo,986.0
Vancouver,BC,49.2676861,-123.1675255,2190000.0,3.0,3.0,Townhome,1558.0
Vancouver,BC,49.2680687,-123.1667096,578000.0,1.0,1.0,Condo,495.0
Vancouver,BC,49.2609003,-123.1895688,2388000.0,3.0,4.0,Duplex,1511.0
Vancouver,BC,49.264268,-123.1981078,5980000.0,5.0,6.0,Single Family,3851.0
Vancouver,BC,49.2686961,-123.1723787,948000.0,2.0,2.0,Condo,857.0
Vancouver,BC,49.2543178,-123.2307015,1250000.0,2.0,2.0,Condo,987.0
Vancouver,BC,49.2613554,-123.2098271,2699000.0,5.0,3.0,Single Family,2788.0
Vancouver,BC,49.2559647,-123.1553317,5299000.0,7.0,8.0,Single Family,4268.0
Vancouver,BC,49.2699937,-123.1688372,1999000.0,3.0,3.0,Condo/Townhome,1668.0
Vancouver,BC,49.2659294,-123.1593087,2528000.0,3.0,4.0,Duplex,1525.0
Vancouver,BC,49.2659271,-123.1593226,2748000.0,3.0,4.0,Duplex,1704.0
Vancouver,BC,49.2544975,-123.2306913,988000.0,2.0,2.0,Condo,847.0
Vancouver,BC,49.2567914,-123.1958413,2680000.0,4.0,4.0,Duplex,1766.0
Vancouver,BC,49.259597,-123.2141852,2898000.0,7.0,3.0,Single Family,2035.0
Vancouver,BC,49.2632085,-123.1873878,990000.0,2.0,2.0,Condo,1060.0
Vancouver,BC,49.2650703,-123.1583041,3990000.0,4.0,3.0,MultiFamily,2412.0
Vancouver,BC,49.2650736,-123.1585137,4500000.0,12.0,5.0,MultiFamily,4130.0
Vancouver,BC,49.2595092,-123.2075474,3798000.0,4.0,4.0,Single Family,2454.0
Vancouver,BC,49.2686961,-123.1723787,697000.0,1.0,1.0,Condo,652.0
Vancouver,BC,49.2632085,-123.1873878,665000.0,1.0,1.0,Condo,683.0
Vancouver,BC,49.2658874,-123.2448129,768000.0,1.0,1.0,Condo,770.0
Vancouver,BC,49.2612242,-123.2014113,3588000.0,4.0,2.0,Single Family,2282.0
Vancouver,BC,49.2609003,-123.1895688,2388000.0,3.0,4.0,Duplex,1472.0
Vancouver,BC,49.2580939,-123.1848347,1990000.0,2.0,3.0,Condo,1257.0
Vancouver,BC,49.2651153,-123.2355267,1349800.0,2.0,2.0,Condo,950.0
Vancouver,BC,49.2681039,-123.1693931,529800.0,0.0,1.0,Condo,459.0
Vancouver,BC,49.2622278,-123.1541596,1349900.0,2.0,2.0,Condo,1039.0
Vancouver,BC,49.2679856,-123.1603131,850000.0,2.0,1.0,Condo,914.0
Vancouver,BC,49.2711458,-123.1606584,1475000.0,2.0,2.0,Townhome,1209.0
Vancouver,BC,49.2577627,-123.1536095,949900.0,1.0,1.0,Condo,678.0
Vancouver,BC,49.2605087,-123.1871771,3588000.0,3.0,2.0,Single Family,2040.0
Vancouver,BC,49.2726879,-123.2101894,11990000.0,4.0,4.0,Single Family,3252.0
Vancouver,BC,49.2552432,-123.1683326,3490000.0,5.0,5.0,Single Family,2524.0
Vancouver,BC,49.2658874,-123.2448129,989500.0,2.0,2.0,Condo,837.0
Vancouver,BC,49.254931,-123.1870263,2988000.0,7.0,3.0,Single Family,2401.0
Vancouver,BC,49.2734777,-123.2106266,4050000.0,5.0,4.0,Single Family,2314.0
Vancouver,BC,49.2682184,-123.1767329,638000.0,1.0,1.0,Condo,686.0
Vancouver,BC,49.2553212,-123.1789068,6488000.0,5.0,4.0,Single Family,3037.0
Vancouver,BC,49.2664079,-123.1581937,3299000.0,6.0,4.0,MultiFamily,3423.0
Vancouver,BC,49.2662351,-123.1580393,3299000.0,6.0,4.0,Single Family,3423.0
Vancouver,BC,49.2600102,-123.1846525,4680000.0,5.0,6.0,Single Family,3604.0
Vancouver,BC,49.2661206,-123.1726246,1499000.0,2.0,2.0,Townhome,1166.0
Vancouver,BC,49.2575582,-123.1832739,2498000.0,5.0,2.0,Single Family,1604.0
Vancouver,BC,49.2608702,-123.2120302,4288000.0,5.0,5.0,Single Family,3444.0
Vancouver,BC,49.2567109,-123.1835654,3788000.0,5.0,4.0,Single Family,2780.0
Vancouver,BC,49.2528587,-123.2341647,1138000.0,2.0,2.0,Condo,1052.0
Vancouver,BC,49.2632676,-123.2336347,858000.0,1.0,1.0,Condo,565.0
Vancouver,BC,49.2617261,-123.1557253,799999.0,1.0,1.0,Condo,739.0
Vancouver,BC,49.2554392,-123.2309621,1098000.0,2.0,2.0,Condo,811.0
Vancouver,BC,49.2551526,-123.1606201,3899000.0,5.0,5.0,Single Family,3659.0
Vancouver,BC,49.261334,-123.1544702,1099900.0,2.0,2.0,Condo,903.0
Vancouver,BC,49.2588997,-123.1677575,4180000.0,4.0,6.0,Single Family,2891.0
Vancouver,BC,49.2677502,-123.1730453,2990000.0,5.0,3.0,Single Family,2645.0
Vancouver,BC,49.2534722,-123.177759,3680000.0,7.0,4.0,Single Family,3225.0
Vancouver,BC,49.2687672,-123.2109743,3288000.0,4.0,3.0,Single Family,3623.0
Vancouver,BC,49.2614306,-123.2144353,3780000.0,4.0,3.0,Single Family,2877.0
Vancouver,BC,49.2544088,-123.1859297,2635000.0,3.0,4.0,Duplex,1526.0
Vancouver,BC,49.2544088,-123.1859297,2635000.0,3.0,4.0,Duplex,1528.0
Vancouver,BC,49.2595345,-123.1828483,2498000.0,3.0,4.0,Duplex,1527.0
Vancouver,BC,49.2639731,-123.1782645,879000.0,2.0,1.0,Condo,781.0
Vancouver,BC,49.2671978,-123.1684741,1440000.0,3.0,2.0,Townhome,1365.0
Vancouver,BC,49.2686588,-123.170047,529900.0,0.0,1.0,Condo,470.0
Vancouver,BC,49.2545134,-123.2313469,736000.0,1.0,1.0,Condo,483.0
Vancouver,BC,49.2709002,-123.1771295,6849000.0,4.0,5.0,Single Family,3788.0
Vancouver,BC,49.2612552,-123.2034757,4598000.0,5.0,5.0,Single Family,2974.0
Vancouver,BC,49.2630878,-123.1787762,3679000.0,8.0,6.0,MultiFamily,3760.0
Vancouver,BC,49.2525844,-123.181246,2645000.0,3.0,4.0,Duplex,1625.0
Vancouver,BC,49.2525844,-123.181246,2598000.0,3.0,4.0,Duplex,1625.0
Vancouver,BC,49.2650259,-123.1890018,2188000.0,3.0,4.0,Townhome,1452.0
Vancouver,BC,49.2564168,-123.2318333,859000.0,1.0,1.0,Condo,546.0
Vancouver,BC,49.2594195,-123.2017621,4968000.0,6.0,5.0,Single Family,3673.0
Vancouver,BC,49.2632805,-123.1919187,2599000.0,3.0,2.0,Single Family,2446.0
Vancouver,BC,49.2635164,-123.1566139,785000.0,1.0,1.0,Condo,663.0
Vancouver,BC,49.2749124,-123.2198313,28888000.0,7.0,12.0,Single Family,10077.0
Vancouver,BC,49.2584308,-123.2332349,1298000.0,2.0,2.0,Condo,1289.0
Vancouver,BC,49.2698626,-123.1665521,2498000.0,2.0,2.0,Townhome,1501.0
Vancouver,BC,49.2699024,-123.1664465,2498000.0,3.0,3.0,Townhome,1689.0
Vancouver,BC,49.2611554,-123.1709835,2899900.0,4.0,5.0,Duplex,1993.0
Vancouver,BC,49.2544975,-123.2306913,1498000.0,2.0,2.0,Condo,1074.0
Vancouver,BC,49.2709967,-123.2514367,1799999.0,3.0,3.0,Townhome,2273.0
Vancouver,BC,49.2748872,-123.2463943,13880000.0,6.0,8.0,Single Family,11040.0
Vancouver,BC,49.2681124,-123.1700214,1025000.0,2.0,2.0,Townhome,852.0
Vancouver,BC,49.2681124,-123.1700214,1000000.0,2.0,2.0,Townhome,870.0
Vancouver,BC,49.2724901,-123.2518725,4980000.0,5.0,3.0,Single Family,5007.0
Vancouver,BC,49.2644616,-123.2006197,7680000.0,6.0,3.0,Single Family,3605.0
Vancouver,BC,49.2554392,-123.2309621,699999.0,1.0,1.0,Condo,616.0
Vancouver,BC,49.259399,-123.2003509,2638000.0,3.0,4.0,Duplex,1714.0
Vancouver,BC,49.2692965,-123.1878606,3568000.0,3.0,2.0,Single Family,1868.0
Vancouver,BC,49.2658874,-123.2448129,988800.0,2.0,2.0,Condo,841.0
Vancouver,BC,49.2599525,-123.2116319,6988000.0,4.0,6.0,Single Family,4782.0
Vancouver,BC,49.2718391,-123.2077424,6398000.0,4.0,4.0,Single Family,4017.0
Vancouver,BC,49.2747223,-123.2435845,18180000.0,6.0,8.0,Single Family,8042.0
Vancouver,BC,49.2693707,-123.2110297,4850000.0,6.0,3.0,Single Family,3206.0
Vancouver,BC,49.2571517,-123.1899096,2698000.0,4.0,2.0,Single Family,1585.0
Vancouver,BC,49.2587066,-123.1884842,2388000.0,3.0,3.0,Duplex,1370.0
Vancouver,BC,49.2587066,-123.1884842,2388000.0,3.0,3.0,Duplex,1370.0
Vancouver,BC,49.2730533,-123.2197262,22680000.0,8.0,12.0,Single Family,13733.0
Vancouver,BC,49.2654909,-123.1681093,4999000.0,6.0,3.0,Single Family,2321.0
Vancouver,BC,49.2707844,-123.2536975,4990000.0,3.0,4.0,Condo,2704.0
Vancouver,BC,49.2554392,-123.2309621,2697000.0,3.0,3.0,Townhome,2005.0
Vancouver,BC,49.252494,-123.1641498,5780000.0,4.0,5.0,Single Family,4183.0
Vancouver,BC,49.2554392,-123.2309621,1729999.0,3.0,2.0,Condo,1330.0
Vancouver,BC,49.2564168,-123.2318333,1280000.0,2.0,2.0,Condo,849.0
Vancouver,BC,49.264072,-123.2081445,999606.0,1.0,1.0,Condo,878.0
Vancouver,BC,49.2647887,-123.1821133,1899000.0,6.0,3.0,Single Family,2325.0
Vancouver,BC,49.2630923,-123.1613261,3498000.0,5.0,4.0,Duplex,2327.0
Vancouver,BC,49.2716034,-123.2109815,3798000.0,2.0,2.0,Single Family,1730.0
Vancouver,BC,49.2555449,-123.2343954,2688000.0,3.0,2.0,Condo,1910.0
Vancouver,BC,49.2584788,-123.1535999,3580000.0,5.0,4.0,Single Family,2810.0
Vancouver,BC,49.2658664,-123.1668401,2690000.0,3.0,3.0,Duplex,1683.0
Vancouver,BC,49.2660141,-123.1670946,2425000.0,3.0,3.0,Duplex,1507.0
Vancouver,BC,49.2628701,-123.1929122,3558000.0,2.0,3.0,Single Family,1933.0
Vancouver,BC,49.2642944,-123.1635837,999000.0,2.0,2.0,Condo/Townhome,858.0
Vancouver,BC,49.2555449,-123.2343954,2380000.0,3.0,3.0,Condo/Townhome,2496.0
Vancouver,BC,49.2648465,-123.2027388,4970000.0,5.0,4.0,Single Family,3275.0
Vancouver,BC,49.260628,-123.1966021,4530000.0,4.0,3.0,Single Family,2792.0
Vancouver,BC,49.2707844,-123.2536975,1880000.0,3.0,3.0,Townhome,1496.0
Vancouver,BC,49.2746278,-123.2133,11800000.0,5.0,8.0,Single Family,5283.0
Vancouver,BC,49.2640767,-123.2085649,650000.0,1.0,1.0,Condo,634.0
Vancouver,BC,49.2658372,-123.2106244,3248000.0,4.0,4.0,Single Family,2992.0
Vancouver,BC,49.2719597,-123.1562155,1348000.0,2.0,2.0,Condo,1010.0
Vancouver,BC,49.2692778,-123.1544313,1998000.0,3.0,2.0,Condo,1323.0
Vancouver,BC,49.2755136,-123.2177578,32000000.0,1.0,1.0,Single Family,640.0
Vancouver,BC,49.2753973,-123.2171588,30000000.0,3.0,2.0,Single Family,2000.0
Vancouver,BC,49.2758237,-123.24486,16800000.0,7.0,7.0,Single Family,12377.0
Vancouver,BC,49.2690583,-123.2033883,3890000.0,3.0,2.0,Single Family,2864.0
Vancouver,BC,49.260435,-123.160638,3999000.0,6.0,5.0,Single Family,3750.0
Vancouver,BC,49.2529863,-123.231956,2488000.0,5.0,5.0,Townhome,2434.0
Vancouver,BC,49.2545134,-123.2313469,898800.0,1.0,1.0,Condo,595.0
Vancouver,BC,49.2698413,-123.2158004,9999000.0,5.0,3.0,Single Family,3278.0
Vancouver,BC,49.2640277,-123.1815837,879900.0,2.0,2.0,Condo,772.0
Vancouver,BC,49.2543178,-123.2307015,1798000.0,3.0,3.0,Condo,1217.0
Vancouver,BC,49.2533792,-123.2350129,968000.0,2.0,2.0,Condo,858.0
Surrey,BC,49.1985889,-122.8019064,565000.0,2.0,1.0,Condo,1020.0
Surrey,BC,49.129356,-122.836483,675000.0,2.0,2.0,Condo/Townhome,1622.0
Surrey,BC,49.2048964,-122.7732003,1468000.0,4.0,2.0,Single Family,1600.0
Surrey,BC,49.1993933,-122.8029536,1199000.0,5.0,3.0,Single Family,2394.0
Surrey,BC,49.1456468,-122.834902,1475000.0,5.0,3.0,Single Family,2200.0
Surrey,BC,49.1513913,-122.8438614,799999.0,4.0,4.0,Condo/Townhome,1552.0
Surrey,BC,49.1392812,-122.8397232,899000.0,4.0,3.0,Condo/Townhome,2018.0
Surrey,BC,49.1188895,-122.837276,924880.0,4.0,4.0,Townhome,1620.0
Surrey,BC,49.2036031,-122.7893735,5398000.0,4.0,2.0,Single Family,2111.0
Surrey,BC,49.138776,-122.841095,448000.0,1.0,1.0,Condo,575.0
Surrey,BC,49.134103,-122.837033,599900.0,2.0,2.0,Townhome,1054.0
Surrey,BC,49.1859566,-122.783206,1398888.0,3.0,2.0,Single Family,1565.0
Surrey,BC,49.1942219,-122.7723508,1524990.0,3.0,2.0,Single Family,1644.0
Surrey,BC,49.1500993,-122.838908,1369888.0,5.0,3.0,Single Family,2473.0
Surrey,BC,49.125464,-122.846805,2999900.0,11.0,12.0,Single Family,6959.0
West Vancouver,BC,49.3286467,-123.1425624,1890000.0,2.0,3.0,Condo,1528.0
West Vancouver,BC,49.3329265,-123.1791861,1899000.0,2.0,2.0,Condo,1200.0
West Vancouver,BC,49.334995,-123.183374,3089000.0,3.0,4.0,Duplex,2780.0
West Vancouver,BC,49.32997,-123.155346,1399000.0,2.0,2.0,Condo,1183.0
West Vancouver,BC,49.3282393,-123.1443305,3198000.0,3.0,3.0,Single Family,2629.0
West Vancouver,BC,49.3273657,-123.1450729,5180000.0,4.0,5.0,Single Family,3501.0
West Vancouver,BC,49.346723,-123.1656865,11580000.0,4.0,6.0,Single Family,6408.0
West Vancouver,BC,49.328012,-123.162486,2495000.0,2.0,2.0,Condo,1746.0
West Vancouver,BC,49.3458041,-123.189574,4288000.0,6.0,7.0,Single Family,7710.0
West Vancouver,BC,49.3419489,-123.1804862,4298000.0,4.0,4.0,Single Family,2734.0
West Vancouver,BC,49.3441122,-123.1549267,3080000.0,4.0,3.0,Single Family,2775.0
West Vancouver,BC,49.334716,-123.182068,2999000.0,3.0,3.0,Townhome,1941.0
West Vancouver,BC,49.334716,-123.182068,3599000.0,3.0,3.0,Townhome,1775.0
West Vancouver,BC,49.334716,-123.182068,2699000.0,2.0,2.0,Condo,1483.0
West Vancouver,BC,49.334716,-123.182068,9999000.0,3.0,4.0,Condo,4287.0
West Vancouver,BC,49.3421306,-123.1560833,6868000.0,8.0,9.0,Single Family,8245.0
West Vancouver,BC,49.3462575,-123.1382699,5990000.0,5.0,5.0,Single Family,5419.0
West Vancouver,BC,49.333198,-123.1489388,4999000.0,7.0,6.0,Single Family,4838.0
West Vancouver,BC,49.3312248,-123.1525305,2490000.0,4.0,3.0,Single Family,1908.0
West Vancouver,BC,49.3406277,-123.1560383,2600000.0,4.0,3.0,Single Family,3128.0
West Vancouver,BC,49.3437804,-123.1877561,3980000.0,4.0,4.0,Single Family,2836.0
West Vancouver,BC,49.3437884,-123.1532216,3580000.0,6.0,4.0,Single Family,4303.0
West Vancouver,BC,49.3351459,-123.1845531,4380000.0,5.0,7.0,Single Family,4604.0
West Vancouver,BC,49.3467173,-123.1442534,4498000.0,4.0,4.0,Single Family,3851.0
West Vancouver,BC,49.3427265,-123.1709952,2980000.0,6.0,4.0,Single Family,3330.0
West Vancouver,BC,49.3386238,-123.1783151,2752000.0,3.0,2.0,Single Family,1644.0
West Vancouver,BC,49.3389406,-123.1623848,3200000.0,5.0,2.0,Single Family,2120.0
West Vancouver,BC,49.3391525,-123.1907384,4498000.0,5.0,3.0,Single Family,3037.0
West Vancouver,BC,49.347626,-123.1373437,18880000.0,6.0,8.0,Single Family,11236.0
West Vancouver,BC,49.3335357,-123.1777737,3798000.0,8.0,7.0,Single Family,4816.0
West Vancouver,BC,49.3468783,-123.1473409,5800000.0,6.0,5.0,Single Family,4370.0
West Vancouver,BC,49.338986,-123.1783029,5980000.0,4.0,6.0,Single Family,4325.0
West Vancouver,BC,49.3422212,-123.1881151,2950000.0,4.0,3.0,Single Family,4562.0
West Vancouver,BC,49.329127,-123.161925,975000.0,1.0,2.0,Condo,960.0
West Vancouver,BC,49.3370195,-123.158592,3888888.0,7.0,5.0,Single Family,4186.0
West Vancouver,BC,49.3395719,-123.18039,2998000.0,5.0,4.0,Single Family,2838.0
West Vancouver,BC,49.346234,-123.1916272,4680000.0,6.0,5.0,Single Family,4347.0
West Vancouver,BC,49.3362156,-123.1635364,3850000.0,5.0,5.0,Single Family,4809.0
West Vancouver,BC,49.329452,-123.158493,1419000.0,2.0,2.0,Condo,1321.0
West Vancouver,BC,49.3474596,-123.1406725,4498000.0,5.0,6.0,Single Family,5822.0
West Vancouver,BC,49.343447,-123.1650074,2990000.0,6.0,3.0,Single Family,3252.0
West Vancouver,BC,49.341482,-123.1450728,3780000.0,5.0,4.0,Single Family,3543.0
West Vancouver,BC,49.3272306,-123.1533217,2699000.0,2.0,2.0,Condo,1352.0
West Vancouver,BC,49.3290115,-123.1380423,2530000.0,2.0,3.0,Condo/Townhome,1760.0
West Vancouver,BC,49.333162,-123.178313,2559000.0,4.0,4.0,Duplex,3210.0
West Vancouver,BC,49.3312609,-123.1555202,3960000.0,7.0,8.0,Single Family,4264.0
West Vancouver,BC,49.3289473,-123.137444,1680000.0,2.0,2.0,Condo,1140.0
West Vancouver,BC,49.3544673,-123.2528918,4478000.0,6.0,6.0,Single Family,5202.0
West Vancouver,BC,49.356562,-123.1375856,2599000.0,4.0,4.0,Single Family,4249.0
Vancouver,BC,49.2689504,-123.1899422,599900.0,1.0,1.0,Condo,656.0
Vancouver,BC,49.2544975,-123.2306913,990000.0,2.0,2.0,Condo,774.0
West Vancouver,BC,49.3280485,-123.1324557,1488000.0,2.0,2.0,Condo,1095.0
Vancouver,BC,49.2564423,-123.1793301,3999000.0,6.0,4.0,Single Family,2555.0
Vancouver,BC,49.2576022,-123.1562131,1399900.0,3.0,3.0,Townhome,1177.0
Vancouver,BC,49.2574496,-123.1563635,1399900.0,3.0,2.0,Townhome,1089.0
North Vancouver,BC,49.3307311,-123.1232354,710000.0,2.0,2.0,Condo,985.0
West Vancouver,BC,49.3417865,-123.2558689,5690000.0,6.0,6.0,Single Family,6532.0
West Vancouver,BC,49.3381293,-123.1804295,3580000.0,5.0,4.0,Single Family,3128.0
Vancouver,BC,49.2513537,-123.2370018,1369900.0,2.0,2.0,Condo,1018.0
Vancouver,BC,49.2728486,-123.2508042,13800000.0,6.0,8.0,Single Family,5957.0
Vancouver,BC,49.2692029,-123.2040047,4680000.0,5.0,5.0,Single Family,3118.0
Vancouver,BC,49.2626204,-123.1547798,1399000.0,2.0,2.0,Condo,1050.0
Vancouver,BC,49.2513537,-123.2370018,1199999.0,2.0,2.0,Condo,936.0
North Vancouver,BC,49.3323491,-123.0482989,539000.0,1.0,1.0,Condo,710.0
North Vancouver,BC,49.336799,-123.044076,2999900.0,5.0,5.0,Single Family,3286.0
North Vancouver,BC,49.341118,-123.028608,2690000.0,4.0,3.0,Single Family,2413.0
North Vancouver,BC,49.335928,-123.034374,2350000.0,6.0,3.0,Single Family,3267.0
Vancouver,BC,49.2648189,-123.1756694,2590000.0,5.0,2.0,Single Family,1899.0
West Vancouver,BC,49.3386884,-123.1828229,2499000.0,3.0,3.0,Single Family,2346.0
North Vancouver,BC,49.336859,-123.034312,1449000.0,3.0,3.0,Single Family,1911.0
West Vancouver,BC,49.3460572,-123.2054537,3198000.0,4.0,3.0,Single Family,2881.0
West Vancouver,BC,49.3530695,-123.1535246,12980000.0,5.0,8.0,Single Family,8749.0
Vernon,BC,49.2481194,-123.1954269,359900.0,2.0,2.0,Condo/Townhome,1060.0
West Vancouver,BC,49.327921,-123.152812,1690000.0,2.0,2.0,Condo,1226.0
West Vancouver,BC,49.3422314,-123.2364905,3288000.0,4.0,3.0,Single Family,3648.0
West Vancouver,BC,49.3370383,-123.1312975,3098000.0,4.0,3.0,Single Family,3268.0
Vancouver,BC,49.2574948,-123.2322487,699000.0,1.0,1.0,Condo,631.0
West Vancouver,BC,49.3315286,-123.1411572,4800000.0,4.0,4.0,Single Family,3354.0
Vancouver,BC,49.2545134,-123.2313469,1350000.0,2.0,2.0,Condo,850.0
Vancouver,BC,49.2710813,-123.2536637,1580000.0,2.0,2.0,Condo,1485.0
Vancouver,BC,49.2666721,-123.2175706,3998000.0,3.0,3.0,Single Family,2972.0
Vancouver,BC,49.2587069,-123.2139692,3399000.0,7.0,4.0,Single Family,3239.0
Vancouver,BC,49.2693292,-123.2101041,6499000.0,4.0,4.0,Single Family,1683.0
Vancouver,BC,49.2730786,-123.1846626,8300000.0,4.0,3.0,Single Family,3093.0
West Vancouver,BC,49.3360516,-123.1454726,2650000.0,4.0,3.0,Single Family,2372.0
Vancouver,BC,49.2616721,-123.1534812,1188000.0,2.0,2.0,Condo/Townhome,1008.0
West Vancouver,BC,49.329062,-123.153651,818000.0,2.0,1.0,Condo,820.0
West Vancouver,BC,49.3297819,-123.14798,2388800.0,2.0,1.0,Single Family,1730.0
North Vancouver,BC,49.3306126,-123.0406852,1049000.0,2.0,2.0,Condo,952.0
North Vancouver,BC,49.330834,-123.106412,3249000.0,4.0,3.0,Single Family,3294.0
North Vancouver,BC,49.345744,-123.067391,2295000.0,4.0,2.0,Single Family,2609.0
Vancouver,BC,49.2488397,-123.1660347,3898800.0,7.0,5.0,Single Family,3944.0
Vancouver,BC,49.2697234,-123.2124218,7800000.0,2.0,2.0,Single Family,3277.0
West Vancouver,BC,49.3425221,-123.1703845,4498000.0,6.0,5.0,Single Family,4338.0
West Vancouver,BC,49.3289473,-123.137444,2675000.0,2.0,3.0,Condo,1586.0
